title,price,desc,images
Designer linen terra cotta faded rust orange throw pillow cover euro sham extra long lumbar solid,29.99,"Bring life to an old pillow with this Kravet designer fabric pillow cover!   The fabric is on both sides.  * Fabric both sides*made about 2” smaller than insert size* zipper closure*insert not included-*listings are designed for insert size so you would order according to the size insert you want to cover. * other covers shown with this listing are available in separate listings and are not included in this one.*hand wash cold, dry flat and iron as needed on cotton setting.If you would like another size not listed, please message me with a request.  Also, I will send a free swatch per request.",[]
Kufri cusco stripe terracotta rust off white vertical designer fabric pillow cover multiple sizes euro extra long lumbar neutral woven,64.00,"High end designer fabric in a neutral stripe, terra-cotta and off white Covers are made for the insert size, order according to the size insert you want to cover. Covers are made about 2” smaller than insert size. Zipper closure. Serged seams. Designer: kufriChoose front only or double sided (same fabric both sides) in the drop down menu. Design placement will vary. Reverse fabric for the front only version will be a complimentary natural. Pictures featured in 2-8 are complimentary covers available in separate listings. The inserts are not included, covers only. If you don’t see the size you need, please message me for a custom size. Hand wash cold, dry flat and iron as needed.","['https://i.etsystatic.com/6035838/r/il/00bddc/2033338271/il_794xN.2033338271_tt7t.jpg', 'https://i.etsystatic.com/6035838/r/il/0572a1/1985777908/il_794xN.1985777908_80sf.jpg', 'https://i.etsystatic.com/6035838/r/il/a28b96/2033337597/il_794xN.2033337597_guvj.jpg', 'https://i.etsystatic.com/6035838/r/il/4d17d1/1985777064/il_794xN.1985777064_8vkl.jpg', 'https://i.etsystatic.com/6035838/r/il/4ed187/1789171181/il_794xN.1789171181_6nlw.jpg', 'https://i.etsystatic.com/6035838/r/il/3735e9/1741716272/il_794xN.1741716272_j331.jpg', 'https://i.etsystatic.com/6035838/r/il/4bac6c/1789171313/il_794xN.1789171313_hlyt.jpg', 'https://i.etsystatic.com/6035838/r/il/993843/1789171397/il_794xN.1789171397_irr1.jpg', 'https://i.etsystatic.com/6035838/r/il/a5f54f/1707346287/il_794xN.1707346287_mi9y.jpg', 'https://i.etsystatic.com/6035838/r/il/b9ffce/1986515127/il_794xN.1986515127_c9wk.jpg']"
Kufri cusco stripe terracotta rust off white horizontal designer fabric pillow cover multiple sizes euro extra long lumbar neutral woven,64.00,"High end designer fabric in a neutral stripe, terra-cotta and off white Covers are made for the insert size, order according to the size insert you want to cover. Covers are made about 2” smaller than insert size. Zipper closure. Serged seams. Designer: kufriChoose front only or double sided (same fabric both sides) in the drop down menu. Design placement will vary. Reverse fabric for the front only version will be a complimentary natural. Pictures featured in 2-8 are complimentary covers available in separate listings. The inserts are not included, covers only. If you don’t see the size you need, please message me for a custom size. Hand wash cold, dry flat and iron as needed.","['https://i.etsystatic.com/6035838/r/il/9f1086/2033337679/il_794xN.2033337679_m80u.jpg', 'https://i.etsystatic.com/6035838/r/il/a28b96/2033337597/il_794xN.2033337597_guvj.jpg', 'https://i.etsystatic.com/6035838/r/il/4d17d1/1985777064/il_794xN.1985777064_8vkl.jpg', 'https://i.etsystatic.com/6035838/r/il/4ed187/1789171181/il_794xN.1789171181_6nlw.jpg', 'https://i.etsystatic.com/6035838/r/il/3735e9/1741716272/il_794xN.1741716272_j331.jpg', 'https://i.etsystatic.com/6035838/r/il/4bac6c/1789171313/il_794xN.1789171313_hlyt.jpg', 'https://i.etsystatic.com/6035838/r/il/993843/1789171397/il_794xN.1789171397_irr1.jpg', 'https://i.etsystatic.com/6035838/r/il/a5f54f/1707346287/il_794xN.1707346287_mi9y.jpg', 'https://i.etsystatic.com/6035838/r/il/b9ffce/1986515127/il_794xN.1986515127_c9wk.jpg']"
Kufri rex geometric handmade woven blush off white natural designer fabric pillow cover multiple sizes euro extra long lumbar neutral woven,60.00,"High end designer fabric in a handwoven ikat block design, blush and off whiteBecause this is a handmade item, there will be natural irregularities. Each cover will be unique. Covers are made for the insert size, order according to the size insert you want to cover. Covers are made about 2” smaller than insert size. Zipper closure. Serged seams. Designer: kufriChoose front only or double sided (same fabric both sides) in the drop down menu. Design placement will vary. Reverse fabric for the front only version will be a complimentary natural. Pictures featured in 2-8 are complimentary covers available in separate listings. The inserts are not included, covers only. If you don’t see the size you need, please message me for a custom size. Hand wash cold, dry flat and iron as needed.","['https://i.etsystatic.com/6035838/r/il/4a758e/2013455563/il_794xN.2013455563_mqzk.jpg', 'https://i.etsystatic.com/6035838/r/il/4ffaa8/2013455461/il_794xN.2013455461_9d5p.jpg', 'https://i.etsystatic.com/6035838/r/il/c958e7/2013455655/il_794xN.2013455655_g3yx.jpg', 'https://i.etsystatic.com/6035838/r/il/0d9247/1938974142/il_794xN.1938974142_974l.jpg', 'https://i.etsystatic.com/6035838/r/il/402e4b/1986509167/il_794xN.1986509167_g8ex.jpg', 'https://i.etsystatic.com/6035838/r/il/78d51c/1736428553/il_794xN.1736428553_k8p5.jpg', 'https://i.etsystatic.com/6035838/r/il/aefaf9/1688966110/il_794xN.1688966110_4fdt.jpg', 'https://i.etsystatic.com/6035838/r/il/c53d99/1736429167/il_794xN.1736429167_5xuw.jpg', 'https://i.etsystatic.com/6035838/r/il/7d39ba/1707346347/il_794xN.1707346347_mwll.jpg', 'https://i.etsystatic.com/6035838/r/il/90ca89/1659878010/il_794xN.1659878010_hn1q.jpg']"
Designer Kravet linen blend fabric solid coral orange throw pillow cover euro sham extral long lumbar solid,29.99,"Bring life to an old pillow with this Kravet designer fabric pillow cover!   The fabric is on both sides.  * Fabric both sides*made about 1"" smaller than insert size* zipper closure*insert not included* other covers shown with this listing are available in separate listings and are not included in this one.*hand wash cold, dry flat and iron as needed on cotton setting.If you would like another size not listed, please message me with a request.  Also, I will send a free swatch per request.","['https://i.etsystatic.com/6035838/r/il/dae96e/1039686291/il_794xN.1039686291_rdzf.jpg', 'https://i.etsystatic.com/6035838/r/il/cdc148/993155142/il_794xN.993155142_ha3w.jpg', 'https://i.etsystatic.com/6035838/r/il/00e1cc/993157912/il_794xN.993157912_b8iw.jpg', 'https://i.etsystatic.com/6035838/r/il/22ff09/1039686281/il_794xN.1039686281_1l9r.jpg', 'https://i.etsystatic.com/6035838/r/il/51e296/1039686597/il_794xN.1039686597_5xcm.jpg']"
Ultra soft Faux fur wolf grey beige greige cream pillow cover in multiple sizes modern lodge cabin Christmas,40.00,Faux wolf fur pillow cover. Unbelievably soft!!Front fur with solid reverse fabric or double sided fur. Please choose in the drop down menu. Zipper closureInsert not includedRecommended that the covers be 2” smaller than the insert you plan on using with the cover.  Dry clean only,"['https://i.etsystatic.com/6035838/r/il/5230b7/2738233293/il_794xN.2738233293_lzby.jpg', 'https://i.etsystatic.com/6035838/r/il/db69d0/2738232821/il_794xN.2738232821_gmdf.jpg', 'https://i.etsystatic.com/6035838/r/il/3c39f8/2738233057/il_794xN.2738233057_on9f.jpg', 'https://i.etsystatic.com/6035838/r/il/de16ad/2738215589/il_794xN.2738215589_iazj.jpg', 'https://i.etsystatic.com/6035838/r/il/9533c3/2690531462/il_794xN.2690531462_2ty2.jpg', 'https://i.etsystatic.com/6035838/r/il/3b984e/2690503108/il_794xN.2690503108_jeh0.jpg', 'https://i.etsystatic.com/6035838/r/il/ebe477/2738183149/il_794xN.2738183149_mr5s.jpg', 'https://i.etsystatic.com/6035838/r/il/fcc796/2738233717/il_794xN.2738233717_lgsv.jpg']"
Woven wool blend classic plaid pillow cover red rust blue green available in multiple sizes lodge cabin Scandinavian Christmas,40.00,"Rusty red with subtle blue and green lines plaid designed fabric pillow cover available in multiple sizes!* Available in front only (natural reverse fabric)and same fabric front and back. Choose from front only or samesides in the drop down menu. *size options are the actual cover measurements. I recommend choosing a cover two inches smaller than your insert size. (some lumbar covers are only made an inch smaller)* inserts are not included, cover only. the listing is for the cover featured in the first photo. the other covers featured are available in separate listings.  Custom sizes can most likely be accommodated...just ask!*spot clean*free samples available most of the time upon request. *returns accepted if the package is postmarked within seven days of delivery along with notification before the return.","['https://i.etsystatic.com/6035838/r/il/7a3bff/3446450902/il_794xN.3446450902_24rg.jpg', 'https://i.etsystatic.com/6035838/r/il/64ea11/3446450798/il_794xN.3446450798_e92u.jpg', 'https://i.etsystatic.com/6035838/r/il/6fb5e4/3446450926/il_794xN.3446450926_edub.jpg', 'https://i.etsystatic.com/6035838/r/il/211cbf/3446435618/il_794xN.3446435618_3sb6.jpg', 'https://i.etsystatic.com/6035838/r/il/da85e0/3494100073/il_794xN.3494100073_c1fr.jpg', 'https://i.etsystatic.com/6035838/r/il/86b3f7/3446434064/il_794xN.3446434064_cc7h.jpg', 'https://i.etsystatic.com/6035838/r/il/fe4a0e/3446437086/il_794xN.3446437086_qwlb.jpg', 'https://i.etsystatic.com/6035838/r/il/ecc3bc/3113810086/il_794xN.3113810086_7soi.jpg', 'https://i.etsystatic.com/6035838/r/il/1f71b8/2187161525/il_794xN.2187161525_2r0a.jpg', 'https://i.etsystatic.com/6035838/r/il/eb1f63/2187160867/il_794xN.2187160867_kcjd.jpg']"
Designer Nantucket check plaid faux leather pillow cover black gray cream neutrals  lodge cabin cushion euro sham lumbar Christmas,40.99,"Bring life to an old pillow with this classic, yet trendy plaid designer fabric pillow cover!    This cover will look great in your home along side a soft raux fur pillow or solid velvet pillow during these colder winter days and through the holidays.The listings are designed for insert size so order according to the size insert you want to cover. * Plaid front with a faux leather reverse fabric * zipper closure*insert not included*Covers are made about 2” smaller for a nice snug fit* other covers shown with this listing are available in separate listings and are not included in this one.*hand wash cold, dry flat and iron as needed on cotton setting.^design placement will vary If you would like another size not listed, please message me with a request.  Also, If you're not sure of the colors I will send a free swatch per request.","['https://i.etsystatic.com/6035838/r/il/51c6f6/2690562152/il_794xN.2690562152_ikc7.jpg', 'https://i.etsystatic.com/6035838/r/il/95a120/2690561640/il_794xN.2690561640_2if9.jpg', 'https://i.etsystatic.com/6035838/r/il/d74ccb/2690561792/il_794xN.2690561792_gp6z.jpg', 'https://i.etsystatic.com/6035838/r/il/ab78dc/2690516284/il_794xN.2690516284_iwyr.jpg', 'https://i.etsystatic.com/6035838/r/il/363af9/2690516952/il_794xN.2690516952_bqwn.jpg', 'https://i.etsystatic.com/6035838/r/il/9669e7/2738201933/il_794xN.2738201933_78mw.jpg', 'https://i.etsystatic.com/6035838/r/il/82c472/1704005715/il_794xN.1704005715_kl84.jpg', 'https://i.etsystatic.com/6035838/r/il/d97c0a/2690517080/il_794xN.2690517080_e6oz.jpg', 'https://i.etsystatic.com/6035838/r/il/6580e9/1656519470/il_794xN.1656519470_2l8p.jpg', 'https://i.etsystatic.com/6035838/r/il/e6ac2f/2690527032/il_794xN.2690527032_pole.jpg']"
Beautiful Caitlin Wilson Leo navy blue curtain panels 48x84 48x96 48x108 54x84 54x96 54x108 or custom sizes,60.00,"Caitlin Wilson leo navy blue curtain panels. 100% linen, unlined. 3” Pole pocket design. Can be used with clips. Listing is for one panel. Choose the quantity in the drop down menu. Choose your size in the drop down menu. *the sizes can be modified per request. The width cannot be wider than 54"" however.Please message if you'd like a different size.Free samples can be sent per request.Fabric material is a 100% linen. Horizontal stripesTurn around time is 2-3 weeks, but if you need them sooner I can try to accommodate your needs. Just ask!",[]
Designer Nantucket check plaid pillow cover black gray cream neutrals natural lodge cabin cushion throw euro sham lumbar Christmas,28.00,"Bring life to an old pillow with this classic, yet trendy plaid designer fabric pillow cover!    This cover will look great in your home along side a soft raux fur pillow or solid velvet pillow during these colder winter days and through the holidays.The listings are designed for insert size so order according to the size insert you want to cover. * Fabric both sides or front only plaid with a solid reverse * zipper closure*insert not included*Covers are made about 2” smaller for a nice snug fit* other covers shown with this listing are available in separate listings and are not included in this one.*hand wash cold, dry flat and iron as needed on cotton setting.^design placement will vary If you would like another size not listed, please message me with a request.  Also, If you're not sure of the colors I will send a free swatch per request.","['https://i.etsystatic.com/6035838/r/il/21347e/2690516306/il_794xN.2690516306_7vx3.jpg', 'https://i.etsystatic.com/6035838/r/il/8d051c/2738201215/il_794xN.2738201215_l8yr.jpg', 'https://i.etsystatic.com/6035838/r/il/ab78dc/2690516284/il_794xN.2690516284_iwyr.jpg', 'https://i.etsystatic.com/6035838/r/il/363af9/2690516952/il_794xN.2690516952_bqwn.jpg', 'https://i.etsystatic.com/6035838/r/il/9669e7/2738201933/il_794xN.2738201933_78mw.jpg', 'https://i.etsystatic.com/6035838/r/il/82c472/1704005715/il_794xN.1704005715_kl84.jpg', 'https://i.etsystatic.com/6035838/r/il/d97c0a/2690517080/il_794xN.2690517080_e6oz.jpg', 'https://i.etsystatic.com/6035838/r/il/6d8577/1703989737/il_794xN.1703989737_5ujs.jpg', 'https://i.etsystatic.com/6035838/r/il/6580e9/1656519470/il_794xN.1656519470_2l8p.jpg', 'https://i.etsystatic.com/6035838/r/il/e6ac2f/2690527032/il_794xN.2690527032_pole.jpg']"
Designer fabric check plaid pillow cover black beige windowpane lodge cabin throw euro sham extra long lumbar holiday,34.13,"Bring life to an old pillow with this classic, yet trendy plaid designer fabric pillow cover!    This cover will look great in your home along side a soft faux fur pillow or solid velvet pillow during these colder winter days and through the holidays.* Fabric both sides or front only (beige back), choose in the drop down menu. * zipper closure*insert not included*Covers are made about 2” smaller for a nice snug fit* other covers shown with this listing are available in separate listings and are not included in this one.*hand wash cold, dry flat and iron as needed on cotton setting.If you would like another size not listed, please message me with a request.  Also, If you're not sure of the colors I will send a free swatch per request.","['https://i.etsystatic.com/6035838/r/il/75b7eb/2653609262/il_794xN.2653609262_aikh.jpg', 'https://i.etsystatic.com/6035838/r/il/50ab6e/2701277711/il_794xN.2701277711_ogjk.jpg', 'https://i.etsystatic.com/6035838/r/il/4fd544/2653610344/il_794xN.2653610344_c9r7.jpg', 'https://i.etsystatic.com/6035838/r/il/6d7a2f/2701278067/il_794xN.2701278067_l4ma.jpg', 'https://i.etsystatic.com/6035838/r/il/2174a1/2653610874/il_794xN.2653610874_grzs.jpg', 'https://i.etsystatic.com/6035838/r/il/76207e/2653611262/il_794xN.2653611262_fpm3.jpg', 'https://i.etsystatic.com/6035838/r/il/94d4c1/2701279021/il_794xN.2701279021_e8m7.jpg', 'https://i.etsystatic.com/6035838/r/il/7091c2/1811589007/il_794xN.1811589007_lw72.jpg', 'https://i.etsystatic.com/6035838/r/il/3e9ac9/1811588935/il_794xN.1811588935_ofg8.jpg', 'https://i.etsystatic.com/6035838/r/il/1cedb9/1811588843/il_794xN.1811588843_ci3l.jpg']"
Designer embroidered cross black ivory/natural pillow cover euro sham extra long lumbar modern country rustic chic toss throw,36.00,"Bring new life to your space with this chic embroidered cross fabric pillow cover!    This cover will look great in your home along side solids or geometric print and compliments many decor styles.* Fabric both sides or front only with a solid natural reverse fabric. Please choose in the drop down menu. * zipper closure*insert not included*Covers are made about 2” smaller for a nice snug fit*listings are designed for insert size so you would order according to the size insert you want to cover. * other covers shown with this listing are available in separate listings and are not included in this one.*hand wash cold, dry flat and iron as needed on cotton setting.If you would like another size not listed, please message me with a request.  Also, If you're not sure of the color I will send a free swatch per request.","['https://i.etsystatic.com/6035838/r/il/b69b7d/2701229171/il_794xN.2701229171_kw9p.jpg', 'https://i.etsystatic.com/6035838/r/il/4c2673/2701229081/il_794xN.2701229081_8m5s.jpg', 'https://i.etsystatic.com/6035838/r/il/e67df6/2653500318/il_794xN.2653500318_b8y4.jpg', 'https://i.etsystatic.com/6035838/r/il/d4d0e3/2653499830/il_794xN.2653499830_t7aq.jpg', 'https://i.etsystatic.com/6035838/r/il/dad654/2701229125/il_794xN.2701229125_ku8i.jpg', 'https://i.etsystatic.com/6035838/r/il/49e4c8/2653561884/il_794xN.2653561884_si0q.jpg', 'https://i.etsystatic.com/6035838/r/il/224c00/2653561906/il_794xN.2653561906_g5i3.jpg', 'https://i.etsystatic.com/6035838/r/il/439504/2701230133/il_794xN.2701230133_atm2.jpg']"
Designer embroidered squares black ivory/natural pillow cover euro sham extra long lumbar modern country rustic chic toss throw,36.00,"Bring new life to your space with this chic embroidered square fabric pillow cover!    This cover will look great in your home along side solids or geometric print and compliments many decor styles.* Fabric both sides or front only with a solid natural reverse fabric. Please choose in the drop down menu. * zipper closure*insert not included*Covers are made about 2” smaller for a nice snug fit*listings are designed for insert size so you would order according to the size insert you want to cover. * other covers shown with this listing are available in separate listings and are not included in this one.*hand wash cold, dry flat and iron as needed on cotton setting.If you would like another size not listed, please message me with a request.  Also, If you're not sure of the color I will send a free swatch per request.","['https://i.etsystatic.com/6035838/r/il/507a62/2653601808/il_794xN.2653601808_7cwi.jpg', 'https://i.etsystatic.com/6035838/r/il/4c2673/2701229081/il_794xN.2701229081_8m5s.jpg', 'https://i.etsystatic.com/6035838/r/il/e67df6/2653500318/il_794xN.2653500318_b8y4.jpg', 'https://i.etsystatic.com/6035838/r/il/d4d0e3/2653499830/il_794xN.2653499830_t7aq.jpg', 'https://i.etsystatic.com/6035838/r/il/dad654/2701229125/il_794xN.2701229125_ku8i.jpg', 'https://i.etsystatic.com/6035838/r/il/49e4c8/2653561884/il_794xN.2653561884_si0q.jpg', 'https://i.etsystatic.com/6035838/r/il/224c00/2653561906/il_794xN.2653561906_g5i3.jpg', 'https://i.etsystatic.com/6035838/r/il/439504/2701230133/il_794xN.2701230133_atm2.jpg']"
Designer textured graphic dashes dots woven sand beige camel flax  burlap cream euro sham pillow cover,48.00,"Now available!!!Bring life to an old pillow with this designer fabric pillow cover!  * Fabric both sides or with reverse complimentary solid natural, please choose from the drop down menu.* zipper closure*made about 2”smaller than the insert size*listings are designed for insert size so order according to the size insert you want to cover *insert not include* other covers shown with listings are available in separate listings and are not included in this one.*insert not included *hand wash with mild soap, dry flat or dry cleanIf you would like another size not listed, please message me with a request.","['https://i.etsystatic.com/6035838/r/il/73205a/2701145523/il_794xN.2701145523_g8n4.jpg', 'https://i.etsystatic.com/6035838/r/il/7b0709/2653541306/il_794xN.2653541306_5xwy.jpg', 'https://i.etsystatic.com/6035838/r/il/019e18/2701145979/il_794xN.2701145979_j190.jpg', 'https://i.etsystatic.com/6035838/r/il/f2c111/2701144413/il_794xN.2701144413_cc7w.jpg', 'https://i.etsystatic.com/6035838/r/il/af2c2a/2701144589/il_794xN.2701144589_79aw.jpg', 'https://i.etsystatic.com/6035838/r/il/b220f2/2653477218/il_794xN.2653477218_t3rn.jpg', 'https://i.etsystatic.com/6035838/r/il/453e36/1924208552/il_794xN.1924208552_s33g.jpg', 'https://i.etsystatic.com/6035838/r/il/6a666d/2653477192/il_794xN.2653477192_okv6.jpg', 'https://i.etsystatic.com/6035838/r/il/4b379a/2653540722/il_794xN.2653540722_8026.jpg', 'https://i.etsystatic.com/6035838/r/il/5081ca/2653541252/il_794xN.2653541252_keqk.jpg']"
Designer textured boho modern abstract dashes dots woven mustard ochre turmeric gold yellow cream euro sham pillow cover outdoor friendly,48.00,"Now available!!!Bring life to an old pillow with this designer fabric pillow cover!  * Fabric both sides or with reverse complimentary solid natural, please choose from the drop down menu.This is an indoor/outdoor fabric. It can be used outside if you purchase the double sided option. The front only version is for indoor use only because the reverse is an indoor home decor fabric. * zipper closure*made about 2”smaller than the insert size*listings are designed for insert size so order according to the size insert you want to cover *insert not included* other covers shown with listings are available in separate listings and are not included in this one.*hand wash with soap or bleach, dry flat. If you would like another size not listed, please message me with a request.","['https://i.etsystatic.com/6035838/r/il/f2c111/2701144413/il_794xN.2701144413_cc7w.jpg', 'https://i.etsystatic.com/6035838/r/il/1101e2/2701143069/il_794xN.2701143069_psn6.jpg', 'https://i.etsystatic.com/6035838/r/il/b8e949/2701142483/il_794xN.2701142483_9k6u.jpg', 'https://i.etsystatic.com/6035838/r/il/b220f2/2653477218/il_794xN.2653477218_t3rn.jpg', 'https://i.etsystatic.com/6035838/r/il/f5ff44/1924188246/il_794xN.1924188246_dmcb.jpg', 'https://i.etsystatic.com/6035838/r/il/453e36/1924208552/il_794xN.1924208552_s33g.jpg', 'https://i.etsystatic.com/6035838/r/il/af2c2a/2701144589/il_794xN.2701144589_79aw.jpg', 'https://i.etsystatic.com/6035838/r/il/6a666d/2653477192/il_794xN.2653477192_okv6.jpg', 'https://i.etsystatic.com/6035838/r/il/73205a/2701145523/il_794xN.2701145523_g8n4.jpg', 'https://i.etsystatic.com/6035838/r/il/019e18/2701145979/il_794xN.2701145979_j190.jpg']"
Designer outdoor striped fabric modern pillow cover grey cream yellow multiple sizes throw euro sham extra long lumbar banquette mudroom,34.14,"Designer modern striped design high performance fabric that is indoor/outdoor friendly. Exceptionally soft for an outdoor fabric!  You’d never think it was. Made in the USA of recycled material.   Fade, mildew and pull resistant. Extremely durable for heavily trafficked areas such as banquettes , family rooms and mud rooms. * Fabric both sides * zipper closure*insert not included*Covers are made about 2” smaller for a nice snug fit* other covers shown with this listing are available in separate listings and are not included in this one.*iron with a towel between the cover and iron. Fabric description:Simply spot clean with soap and water and lay flat to dry. No ironing or hot dryer—this fabric does not like heat. For tougher stains (think red wine and permanent markers!) spray with ordinary bleach and water (1part bleach, 4 parts water), scrub gently to prevent “fuzzing,” rinse thoroughly, lay flat and let air dry. Dry cleaning is NOT recommended; outdoor fabrics can be damaged by solvents used by some dry cleaners, causing them to lose their UV protection, which keeps them fade resistant.If you would like another size not listed, please message me with a request.  Also, If you're not sure of the colors I will send a free swatch per request.","['https://i.etsystatic.com/6035838/r/il/747dc1/2589549168/il_794xN.2589549168_hiy1.jpg', 'https://i.etsystatic.com/6035838/r/il/ffa959/1921630568/il_794xN.1921630568_e3zr.jpg']"
Modern antelope fawn linen blend pillow cover neutral tan beige brown grey available in multiple sizes,26.00,"Boho chic pillow cover available in multiple sizes!* Choose same fabric both sides or front only printed fabric with a natural reverse fabric in the drop down menu. the front only options are first in the drop down menu, followed by the same fabric front and back (samesides)*size options are the actual cover measurements. I recommend choosing a cover two inches smaller than your insert size. (some lumbar covers are only made an inch smaller)*design placement will vary* inserts are not included, cover only. the listing is for the cover featured in the first photo. the other covers featured are available in separate listings.  Custom sizes can most likely be accommodated...just ask!*hand wash cold, dry flat*free samples available most of the time upon request. *returns accepted if the package is postmarked within seven days of delivery along with notification before the return.","['https://i.etsystatic.com/6035838/r/il/b5d527/2325276949/il_794xN.2325276949_h9tp.jpg', 'https://i.etsystatic.com/6035838/r/il/1f71b8/2187161525/il_794xN.2187161525_2r0a.jpg', 'https://i.etsystatic.com/6035838/r/il/eb1f63/2187160867/il_794xN.2187160867_kcjd.jpg', 'https://i.etsystatic.com/6035838/r/il/4f9313/2139608514/il_794xN.2139608514_hjma.jpg', 'https://i.etsystatic.com/6035838/r/il/aafd68/2187161299/il_794xN.2187161299_29oj.jpg', 'https://i.etsystatic.com/6035838/r/il/d4508e/2139612914/il_794xN.2139612914_hr50.jpg']"
Caitlin Wilson Canton chinoiserie linen modern glam chic pillow cover white blue white extra long lumbar Euro sham,41.00,"Now available!!!Bring life to an old pillow with this designer fabric pillow cover!  * Fabric both sides or with reverse complimentary solid cream, please choose from the drop down menu.* listings are designed for insert size, order according to the size insert you want to cover. * zipper closure*made about 2” smaller than the insert size*insert not included* other covers shown with listings are available in separate listings and are not included in this one.*hand wash cold, dry flat and iron with towel over fabric on cotton setting.If you would like another size not listed, please message me with a request.",[]
Beautiful Caitlin Wilson Mayfair pink blush blue grey curtain panels 48x84 48x96 48x108 54x84 54x96 54x108 or custom sizes,110.00,"Caitlin Wilson Vienna floral curtain panels. 100% linen, unlined. 3” Pole pocket design. Can be used with clips. Listing is for one panel. Choose the quantity in the drop down menu. Design placement will vary. Large scale design. Each panel will be unique. Choose your size in the drop down menu. *the sizes can be modified per request. The width cannot be wider than 54"" however.Please message if you'd like a different size.Free samples can be sent per request.Fabric material is a 100% linen. Horizontal stripesTurn around time is 2-3 weeks, but if you need them sooner I can try to accommodate your needs. Just ask!",[]
Beautiful Caitlin Wilson Ava rose pink blush blue curtain panels 48x84 48x96 48x108 54x84 54x96 54x108 or custom sizes,110.00,"Caitlin Wilson English Garden curtain panels. 100% linen, unlined. 3” Pole pocket design. Can be used with clips. Listing is for one panel. Choose the quantity in the drop down menu. Design placement will vary. Large scale design. Each panel will be unique. Choose your size in the drop down menu. *the sizes can be modified per request. The width cannot be wider than 54"" however.Please message if you'd like a different size.Free samples can be sent per request.Fabric material is a 100% linen. Horizontal stripesTurn around time is 2-3 weeks, but if you need them sooner I can try to accommodate your needs. Just ask!",[]
Beautiful Caitlin Wilson Sweet darling pink blush blue curtain panels 48x84 48x96 48x108 54x84 54x96 54x108 or custom sizes,105.00,"Caitlin Wilson Vienna floral curtain panels. 100% linen, unlined. 3” Pole pocket design. Can be used with clips. Listing is for one panel. Choose the quantity in the drop down menu. Design placement will vary. Large scale design. Each panel will be unique. Choose your size in the drop down menu. *the sizes can be modified per request. The width cannot be wider than 54"" however.Please message if you'd like a different size.Free samples can be sent per request.Fabric material is a 100% linen. Horizontal stripesTurn around time is 2-3 weeks, but if you need them sooner I can try to accommodate your needs. Just ask!",[]
Caitlin Wilson Marilyn floral muted pink blush blue beige modern glam chic bird pillow cover extra long lumbar Euro sham fabric French,52.00,"Now available!!!Bring life to an old pillow with this designer fabric pillow cover!  * Fabric both sides or with reverse complimentary solid natural, please choose from the drop down menu.* zipper closure*made about 2” smaller than the insert size*insert not included* other covers shown with listings are available in separate listings and are not included in this one.*hand wash cold, dry flat and iron with towel over fabric on cotton setting.If you would like another size not listed, please message me with a request.","['https://i.etsystatic.com/6035838/r/il/5e49ab/3311865104/il_794xN.3311865104_9zts.jpg', 'https://i.etsystatic.com/6035838/r/il/aea20c/3359561619/il_794xN.3359561619_px68.jpg', 'https://i.etsystatic.com/6035838/r/il/4b1ff8/2362510485/il_794xN.2362510485_giwx.jpg']"
Caitlin Wilson Beatrice floral muted pink blush modern glam chic pillow cover white blue extra long lumbar Euro sham fabric French chic,50.00,"Now available!!!Bring life to an old pillow with this designer fabric pillow cover!  * Fabric both sides or with reverse complimentary solid cream, please choose from the drop down menu.* zipper closure*made about 2” smaller than the insert size*insert not included* other covers shown with listings are available in separate listings and are not included in this one.*hand wash cold, dry flat and iron with towel over fabric on cotton setting.If you would like another size not listed, please message me with a request.","['https://i.etsystatic.com/6035838/r/il/aea20c/3359561619/il_794xN.3359561619_px68.jpg', 'https://i.etsystatic.com/6035838/r/il/5e49ab/3311865104/il_794xN.3311865104_9zts.jpg', 'https://i.etsystatic.com/6035838/r/il/4b1ff8/2362510485/il_794xN.2362510485_giwx.jpg']"
Caitlin Wilson kids boys sailing modern glam chic pillow cover white blue brown extra long lumbar Euro sham fabric French chic indigo navy,52.00,"Now available!!!Bring life to an old pillow with this designer fabric pillow cover!  * Fabric both sides or with reverse complimentary solid cream, please choose from the drop down menu.* zipper closure*made about 1"" smaller than the insert size*insert not included* other covers shown with listings are available in separate listings and are not included in this one.*hand wash cold, dry flat and iron with towel over fabric on cotton setting.If you would like another size not listed, please message me with a request.","['https://i.etsystatic.com/6035838/r/il/00eda2/2314921756/il_794xN.2314921756_6z0w.jpg', 'https://i.etsystatic.com/6035838/r/il/a5e64c/2362513141/il_794xN.2362513141_l6rm.jpg', 'https://i.etsystatic.com/6035838/r/il/2dceb7/2314921768/il_794xN.2314921768_65pz.jpg']"
Caitlin Wilson kids boys game day modern glam chic pillow cover white blue brown extra long lumbar Euro sham fabric French chic indigo navy,52.00,"Now available!!!Bring life to an old pillow with this designer fabric pillow cover!  * Fabric both sides or with reverse complimentary solid cream, please choose from the drop down menu.* zipper closure*made about 1"" smaller than the insert size*insert not included* other covers shown with listings are available in separate listings and are not included in this one.*hand wash cold, dry flat and iron with towel over fabric on cotton setting.If you would like another size not listed, please message me with a request.","['https://i.etsystatic.com/6035838/r/il/a5e64c/2362513141/il_794xN.2362513141_l6rm.jpg', 'https://i.etsystatic.com/6035838/r/il/00eda2/2314921756/il_794xN.2314921756_6z0w.jpg', 'https://i.etsystatic.com/6035838/r/il/2dceb7/2314921768/il_794xN.2314921768_65pz.jpg']"
